event_type,id,index,period,timestamp,minute,second,possession,possession_team,play_pattern,off_camera,team,player,position,duration,under_pressure,statsbomb_xg,key_pass_id,body_part,type,outcome,technique,first_time,follows_dribble,redirect,one_on_one,open_goal,deflected,start_location_x,start_location_y,end_location_x,end_location_y,end_location_z,assisted,x_distance,y_distance,distance,angle
shot,865ce0cf-8050-4cbe-b947-6af77bc94812,302,1,00:06:36.381,6,36,8,Celta Vigo,From Free Kick,,Celta Vigo,Fyodor Smolov,Left Center Forward,0.25918,,0.044782687,05ea47b1-80a7-46e7-aa9c-bb3e844a9e21,foot,Open Play,Blocked,Normal,,,,,,,108.8,26.1,111.2,32.4,,1,11.200000000000003,13.899999999999999,17.85077029150283,51.139682399923856
shot,d08abc0c-cf28-4fa5-b273-267246abffee,418,1,00:09:18.379,9,18,15,Barcelona,Regular Play,,Barcelona,Lionel Andrés Messi Cuccittini,Right Wing,0.546701,,0.021516483,9de32190-8711-4675-8e2a-74a7a79f200b,foot,Open Play,Blocked,Normal,,,,,,,96.2,55.6,107.1,47.0,,1,23.799999999999997,15.600000000000001,28.456985082752528,33.243325861964415
shot,8d1afb4c-4d17-4e1b-99e8-6879e740ea59,428,1,00:09:51.673,9,51,16,Barcelona,From Corner,,Barcelona,Ricard Puig Martí,Left Center Midfield,0.848434,,0.06922821,eec0ecf2-705a-407d-90ac-f215f460e647,foot,Open Play,Off T,Normal,True,,,,,,98.7,44.1,120.0,25.1,0.2,1,21.299999999999997,4.100000000000001,21.69101196348386,10.895503683412707
shot,324d1691-9fe4-4e05-aa18-0cb6ac48a3e4,590,1,00:13:59.046,13,59,22,Barcelona,From Corner,,Barcelona,Lionel Andrés Messi Cuccittini,Right Wing,0.294846,,0.032828417,1ef9a85a-408f-4487-9197-620b2ff8d259,foot,Open Play,Blocked,Normal,,,,,,,95.0,36.6,102.9,37.4,,1,25.0,3.3999999999999986,25.230140705116963,7.744710546422912
shot,ecad2e0c-b47d-4d83-ac05-11b15396b77d,657,1,00:15:12.063,15,12,23,Celta Vigo,Regular Play,,Celta Vigo,Iago Aspas Juncal,Right Center Forward,1.19784,,0.036363706,387893c3-2e73-495f-a575-719019ba9a0e,head,Open Play,Saved,Normal,,,,,,,110.6,50.5,116.6,43.8,1.1,1,9.400000000000006,10.5,14.092906016858274,48.163883618880725
shot,873e9ecd-f9e5-42ce-b17b-46633ac93866,843,1,00:19:45.681,19,45,44,Barcelona,From Free Kick,,Barcelona,Luis Alberto Suárez Díaz,Center Forward,0.525849,,0.20441681,8cf829ba-71e8-4494-ae7c-08427202b6b6,head,Open Play,Goal,Normal,,,,,,,116.2,44.4,120.0,43.1,1.9,1,3.799999999999997,4.399999999999999,5.81377674149945,49.18491612511843
shot,8e2dfbd8-86f3-4a1c-b5dd-e632f1e42c0d,875,1,00:21:21.721,21,21,47,Celta Vigo,Regular Play,,Celta Vigo,Fyodor Smolov,Left Center Forward,0.165741,,0.097629875,,foot,Open Play,Blocked,Normal,,,,,,,102.5,32.1,105.3,33.4,,0,17.5,7.899999999999999,19.20052082626927,24.295776370657993
shot,82072a93-4404-4146-875e-e17fede89c09,886,1,00:21:27.799,21,27,47,Celta Vigo,Regular Play,,Celta Vigo,Iago Aspas Juncal,Right Center Forward,0.170714,,0.21783188,4e928715-c2fb-4f07-83d8-47f1bdb78578,foot,Open Play,Blocked,Normal,True,,,,,,112.8,50.8,113.3,49.8,,1,7.200000000000003,10.799999999999997,12.97998459167036,56.3099324740202
shot,9180ee4f-ab43-45d5-aad9-96b8c766ebc4,921,1,00:23:09.244,23,9,50,Celta Vigo,Regular Play,,Celta Vigo,Brais Méndez Portela,Right Center Midfield,0.189993,,0.28935167,1035244b-411b-49e3-aad7-487f4b3b742d,foot,Open Play,Saved to Post,Normal,True,,,,,,112.1,32.4,114.6,35.1,1.3,1,7.900000000000006,7.600000000000001,10.962207806824322,43.89118787224006
shot,217dd5c4-986b-42e2-9d67-a40a1dfac346,1253,1,00:32:32.854,32,32,63,Barcelona,Regular Play,,Barcelona,Arturo Erasmo Vidal Pardo,Right Center Midfield,1.176813,,0.06628606,ee8fed67-b4bf-40d8-8fad-ba2ce639e5f4,foot,Open Play,Off T,Normal,,,,,,,98.9,48.9,120.0,28.6,0.2,1,21.099999999999994,8.899999999999999,22.900218339570472,22.87006326823798
shot,c9adb750-4080-4f5d-af21-d17dc04f157d,1338,1,00:35:07.154,35,7,67,Barcelona,From Throw In,,Barcelona,Anssumane Fati,Left Wing,0.080797,,0.35505256,5ad69658-51be-48b1-8118-2eb6834e3479,foot,Open Play,Blocked,Normal,,,,,,,106.7,37.2,108.0,37.3,,1,13.299999999999997,2.799999999999997,13.591541487263315,11.888658039627966
shot,d1012dfc-e815-4882-9566-b792131f0399,1352,1,00:35:49.328,35,49,68,Barcelona,From Corner,,Barcelona,Luis Alberto Suárez Díaz,Center Forward,0.154093,,0.045908734,d9538afa-46cc-433b-8091-f44e20bad53b,foot,Open Play,Blocked,Normal,True,,,,,,107.2,44.1,109.5,44.1,,1,12.799999999999997,4.100000000000001,13.440610105199836,17.760911924937513
shot,d4c4072b-691a-44be-bee1-b5584203acbe,1571,1,00:39:16.980,39,16,74,Barcelona,Regular Play,,Barcelona,Lionel Andrés Messi Cuccittini,Right Wing,0.855434,,0.21432735,46f67acd-60db-49ef-ba2c-1060f7100cdf,foot,Open Play,Off T,Normal,,,,,,,101.4,43.1,120.0,35.3,3.8,1,18.599999999999994,3.1000000000000014,18.856563843924476,9.462322208025626
shot,d19eda6e-f8a1-4b1f-a4fd-dccf2d4c9a60,1891,1,00:47:09.796,47,9,89,Barcelona,From Corner,,Barcelona,Ricard Puig Martí,Left Center Midfield,0.28327,,0.02448263,,foot,Open Play,Blocked,Half Volley,True,,,,,,97.1,44.9,104.5,43.5,,0,22.900000000000006,4.899999999999999,23.41836885865453,12.077669162364225
shot,89449222-5587-4d5e-a8eb-57445e4d2338,2066,2,00:03:01.973,48,1,97,Barcelona,From Throw In,,Barcelona,Nélson Cabral Semedo,Right Back,0.955688,,0.015017992,1d51ee4a-0b73-4030-aec9-f936e046cdb9,foot,Open Play,Off T,Normal,,,,,,,99.2,53.5,120.0,46.0,6.0,1,20.799999999999997,13.5,24.79697562203907,32.98512147242955
shot,4fdee6fc-3fff-45aa-84c0-2c1d7afaf81f,2154,2,00:04:23.529,49,23,101,Celta Vigo,Regular Play,,Celta Vigo,Fyodor Smolov,Left Center Forward,0.375885,,0.8648865,3dbf3670-34b6-4560-8092-cd0f9e1f8aa9,foot,Open Play,Goal,Normal,True,,,,True,,112.8,40.3,120.0,41.2,0.2,1,7.200000000000003,0.29999999999999716,7.206247289678591,2.385944030388789
shot,0093c485-6981-4acc-baf1-46d1baaf557e,2181,2,00:05:56.271,50,56,102,Barcelona,From Kick Off,,Barcelona,Lionel Andrés Messi Cuccittini,Right Wing,0.605844,True,0.047845975,,foot,Open Play,Off T,Half Volley,True,,,,,,116.9,49.6,120.0,43.8,4.3,0,3.0999999999999943,9.600000000000001,10.088111815399351,72.10386707496077
shot,bb856028-e538-4750-a45c-a2ac49429910,2250,2,00:08:44.109,53,44,107,Barcelona,Regular Play,,Barcelona,Lionel Andrés Messi Cuccittini,Right Wing,0.913934,,0.12272968,b7d4a887-1aab-4385-a9e6-44612a6080ef,foot,Open Play,Off T,Normal,,,,,,,99.4,39.6,120.0,35.1,1.4,1,20.599999999999994,0.3999999999999986,20.603883129157957,1.1123996162977887
shot,0e27ad88-f83e-4353-9f25-df9260c406cf,2300,2,00:10:07.363,55,7,112,Barcelona,From Counter,,Barcelona,Anssumane Fati,Left Wing,0.192577,,0.039357364,55f6ff89-a251-415f-b5a4-6e702b0f69c2,foot,Open Play,Blocked,Normal,,,,,,,104.6,29.7,105.7,30.2,,1,15.400000000000006,10.3,18.52700731364891,33.77583958692691
shot,5fdfdd1f-6154-44e1-a3e6-63a52d63280b,2460,2,00:13:03.178,58,3,118,Barcelona,From Free Kick,,Barcelona,Lionel Andrés Messi Cuccittini,Right Wing,0.206713,,0.027874881,06a6604f-7532-4286-a2f2-a2457bb41c11,foot,Open Play,Blocked,Normal,,,,,,,103.0,27.6,105.5,29.7,,1,17.0,12.399999999999999,21.041863035387337,36.10745129175187
shot,04c66df0-5b74-4796-bd56-e84aaf5862cb,2826,2,00:21:51.229,66,51,137,Barcelona,From Throw In,,Barcelona,Luis Alberto Suárez Díaz,Center Forward,0.823089,,0.079339415,a5a9fa49-53a0-4e43-a3bd-d3a93b068c69,foot,Open Play,Goal,Normal,True,,,,,,108.6,48.2,120.0,37.1,0.0,1,11.400000000000006,8.200000000000003,14.042791745233572,35.72739822279969
shot,8f0b22c0-04eb-4e4b-b6fe-104dae9c86b3,2988,2,00:25:42.951,70,42,141,Celta Vigo,Regular Play,,Celta Vigo,Rafael Alcântara do Nascimento,Right Center Midfield,0.106804,,0.056423154,9c7cbcd7-1a65-4632-b3ab-900ce5ba41ba,foot,Open Play,Blocked,Normal,,,,,,,98.4,37.1,101.0,37.4,,1,21.599999999999994,2.8999999999999986,21.793806459634347,7.646762013567167
shot,24e9220a-98b3-42de-a5bf-29ec257a01ff,3115,2,00:30:23.593,75,23,148,Barcelona,From Free Kick,,Barcelona,Lionel Andrés Messi Cuccittini,Right Wing,0.341319,,0.046257023,,foot,Free Kick,Blocked,Normal,,,,,,,93.4,46.4,103.9,45.8,,0,26.599999999999994,6.399999999999999,27.35909355223597,13.528315466372696
shot,54956692-6762-425d-8ade-77ede6f0f4e2,3191,2,00:34:20.646,79,20,152,Celta Vigo,Regular Play,,Celta Vigo,Manuel Agudo Durán,Left Center Forward,0.588572,,0.07658168,692980d3-054d-49a5-9724-57bed8c973e5,foot,Open Play,Saved,Normal,,,,,,,105.4,35.1,116.8,37.2,0.0,1,14.599999999999994,4.899999999999999,15.400324671902206,18.55259912884794
shot,7495f9d5-f013-47b4-afcf-8e8756c652c2,3402,2,00:42:37.012,87,37,165,Celta Vigo,From Free Kick,,Celta Vigo,Iago Aspas Juncal,Center Forward,0.814201,,0.09442197,,foot,Free Kick,Goal,Normal,,,,,,,100.8,28.2,120.0,36.4,0.2,0,19.200000000000003,11.8,22.536193112413642,31.574190750285315
shot,d5c310e9-18a3-4b1e-b1b8-4459bfad7cc9,3581,2,00:48:23.757,93,23,175,Barcelona,Regular Play,,Barcelona,Ivan Rakitić,Center Defensive Midfield,0.369178,,0.012150919,,foot,Open Play,Blocked,Normal,True,,,,,,89.5,38.1,100.7,38.6,,0,30.5,1.8999999999999986,30.55912302406599,3.564638972115676
shot,43e746cd-6604-4ba8-b5af-1007fbcb3b99,3599,2,00:49:06.767,94,6,176,Celta Vigo,From Goal Kick,,Celta Vigo,Manuel Agudo Durán,Left Attacking Midfield,0.426481,,0.7969829,687cd0f1-95f9-4b1b-ba7f-4ef8513026b0,foot,Open Play,Saved,Normal,True,,,,True,,115.9,35.8,119.1,40.5,0.2,1,4.099999999999994,4.200000000000003,5.869412236331673,45.690277197865136
shot,a532ec75-35e6-45c8-b082-9692cc6ebcd0,44,1,00:00:23.948,0,23,2,Barcelona,From Kick Off,,Barcelona,Lionel Andrés Messi Cuccittini,Right Center Forward,0.08335,,0.019824063,7d0ae5ee-3fe0-4b22-857c-3220a3bda082,foot,Open Play,Blocked,Normal,,,,,,,93.5,47.7,95.6,47.3,,1,26.5,7.700000000000003,27.596014204953587,16.202070149831247
shot,2c92f094-1129-493d-a98e-c42a16485bf4,255,1,00:04:37.531,4,37,10,Barcelona,From Throw In,,Barcelona,Sergi Roberto Carnicer,Right Center Midfield,0.579839,,0.124647304,ee13c9b8-58b8-4b8c-84e6-a4d227afdc56,foot,Open Play,Saved,Normal,True,,,,,,108.3,43.9,116.5,40.3,0.2,1,11.700000000000003,3.8999999999999986,12.332882874656681,18.434948822922003
shot,ccd68258-2b13-4460-babc-529972103694,586,1,00:11:43.438,11,43,24,Barcelona,From Corner,,Barcelona,Sergi Roberto Carnicer,Right Center Midfield,0.447225,,0.03583975,,foot,Open Play,Blocked,Volley,True,,,,,,106.4,54.7,112.7,47.3,,0,13.599999999999994,14.700000000000003,20.026232796010337,47.22592389511405
shot,c3cbf907-1201-4d51-8668-f441d026d168,778,1,00:14:44.711,14,44,27,Barcelona,Regular Play,,Barcelona,Arturo Erasmo Vidal Pardo,Center Attacking Midfield,1.369391,,0.1400492,9066ffad-5408-4dcc-993a-1c8e9b0364bb,foot,Open Play,Goal,Normal,,,,,,,107.2,51.5,120.0,36.4,0.5,1,12.799999999999997,11.5,17.2072659071684,41.937712914599956
shot,ab023fed-ec64-4acf-b61d-8e41645136b3,845,1,00:17:57.331,17,57,31,Real Valladolid,From Free Kick,,Real Valladolid,Rubén Alcaraz Jiménez,Left Center Midfield,0.401071,,0.07303889,,foot,Free Kick,Blocked,Normal,,,,,,,97.1,53.3,106.9,49.0,,0,22.900000000000006,13.299999999999997,26.48206940554307,30.147421134009505
shot,9c675b4e-53ca-4c42-a54a-04137ef42596,895,1,00:18:52.338,18,52,32,Barcelona,Regular Play,,Barcelona,Antoine Griezmann,Left Center Forward,0.798217,,0.50022364,522c2952-85d7-45c4-bfcc-2a6b29de4bba,foot,Open Play,Wayward,Normal,True,,,,,,111.3,37.9,120.0,16.0,,1,8.700000000000003,2.1000000000000014,8.949860334105782,13.57043438516149
shot,b0472163-2581-4664-bf1e-1096fc051084,986,1,00:21:55.685,21,55,35,Real Valladolid,Regular Play,,Real Valladolid,Sergio Guardiola Navarro,Right Center Forward,1.000903,,0.015739968,8488fb69-3b77-4b9d-830d-ffa7311dea30,foot,Open Play,Off T,Normal,,,,,,,99.1,62.2,120.0,44.2,0.2,1,20.900000000000006,22.200000000000003,30.490162347878705,46.72765516786402
shot,832dc290-28e6-44af-8b41-6730c45c7adb,1009,1,00:23:55.402,23,55,36,Barcelona,From Goal Kick,,Barcelona,Nélson Cabral Semedo,Right Back,0.354076,True,0.34650886,fea7dc35-1557-4350-87d6-cfa10b2b35af,foot,Open Play,Saved,Normal,,,,,,,110.0,50.8,115.9,44.2,1.3,1,10.0,10.799999999999997,14.718695594379277,47.2025981617658
shot,f73835a2-1b7d-4b97-ba8b-b62c942960f8,1252,1,00:28:59.102,28,59,50,Real Valladolid,Regular Play,,Real Valladolid,Óscar Plano Pedreño,Left Center Forward,0.173035,,0.052481454,c6ee3156-36ee-4efb-9bee-c8cd5dd06596,foot,Open Play,Blocked,Normal,,,,,,,96.7,47.8,99.6,46.7,,1,23.299999999999997,7.799999999999997,24.57091776877697,18.50868852418164
shot,9da2678a-3d85-4a14-bda3-2657500c6ab7,1482,1,00:36:29.348,36,29,58,Real Valladolid,From Free Kick,,Real Valladolid,Enrique Pérez Muñoz,Center Attacking Midfield,0.349972,,0.3369968,,foot,Open Play,Saved,Normal,,,,,,,107.9,37.0,112.4,37.0,0.2,0,12.099999999999994,3.0,12.466354719804817,13.924773220409444
shot,1a9a17ee-8cb3-4360-892b-e2ec9f79f6bc,1683,1,00:41:09.106,41,9,68,Barcelona,Regular Play,,Barcelona,Lionel Andrés Messi Cuccittini,Right Center Forward,0.028482,,0.051119294,2434fdb5-522e-456d-9d74-f6a6d6ed1756,foot,Open Play,Blocked,Normal,,,,,,,102.7,31.5,103.9,32.0,,1,17.299999999999997,8.5,19.275372888740698,26.166247087341162
shot,d97ad321-9bc4-42dd-8289-9c82dc07ffb4,2162,2,00:03:35.024,48,35,90,Barcelona,From Free Kick,,Barcelona,Ricard Puig Martí,Left Center Midfield,0.150269,,0.03244347,1f9eebe0-5021-47b6-a794-94c6884d3fbe,foot,Open Play,Saved,Normal,,,,,,True,100.4,42.6,118.1,40.6,0.8,1,19.599999999999994,2.6000000000000014,19.771696942852422,7.5563440564394675
shot,d18a2fe6-6c4b-4c4b-a941-1f06761f1785,2351,2,00:06:28.039,51,28,99,Real Valladolid,Regular Play,,Real Valladolid,Enes Ünal,Left Center Forward,0.935986,,0.018339748,8b2ded4c-cc25-40b7-8d43-40f6a670479d,foot,Open Play,Saved,Normal,,,,,,,90.0,39.3,117.5,40.5,1.3,1,30.0,0.7000000000000028,30.008165555395085,1.3366589783291187
shot,7ea92ea3-d1bd-44ee-83de-78924a15c8ff,2654,2,00:12:46.816,57,46,120,Real Valladolid,From Throw In,,Real Valladolid,Enrique Pérez Muñoz,Left Midfield,1.049475,,0.03993947,,foot,Open Play,Off T,Normal,True,,,,,,95.9,43.0,120.0,33.4,1.6,0,24.099999999999994,3.0,24.28600419995022,7.095753951286171
shot,41c4a6d4-5f5f-4143-bab3-e657a7d124a2,2685,2,00:14:47.442,59,47,124,Real Valladolid,From Free Kick,,Real Valladolid,Enes Ünal,Left Center Forward,0.847255,,0.12368813,b6ebcc16-99f6-4a36-a6c6-c630be3d9ae8,head,Open Play,Saved,Normal,,,,,,,111.9,36.9,119.0,42.0,0.9,1,8.099999999999994,3.1000000000000014,8.672946442818606,20.942650549988286
shot,e12d1b5e-dde3-4771-a9e3-048ce539e5dd,2705,2,00:15:09.412,60,9,124,Real Valladolid,From Free Kick,,Real Valladolid,Javier Sánchez de Felipe,Left Center Back,0.435037,,0.029567283,59f57c48-62eb-43ac-8bdb-ccd7bb3b7dd0,foot,Open Play,Off T,Volley,True,,,,,,117.1,52.7,120.0,48.6,0.7,1,2.9000000000000057,12.700000000000003,13.026895255585657,77.13724898104176
shot,be9847f6-e29f-48f5-ab05-27614535d7b6,2769,2,00:17:28.071,62,28,127,Barcelona,From Free Kick,,Barcelona,Lionel Andrés Messi Cuccittini,Right Center Forward,1.119034,,0.03514766,,foot,Free Kick,Saved,Normal,,,,,,,95.8,55.7,119.5,43.5,2.4,0,24.200000000000003,15.700000000000003,28.846663585239806,32.97390758050938
shot,bfc296aa-bb4a-4de0-bcc0-1c1ff15b89d2,2870,2,00:20:35.478,65,35,133,Real Valladolid,From Throw In,,Real Valladolid,Enes Ünal,Left Center Forward,1.048401,True,0.040563196,3a1c4739-865c-4cf6-871f-235e3d3d9ea6,head,Open Play,Saved,Normal,,,,,,,107.8,37.4,118.5,42.6,1.2,1,12.200000000000003,2.6000000000000014,12.473972903610143,12.030596096537872
shot,8f83d3f3-763d-4996-9b38-15d92be57422,2997,2,00:22:38.052,67,38,151,Real Valladolid,Regular Play,,Real Valladolid,José Ignacio Martínez García,Left Back,1.195867,,0.017885027,3dd5a723-61c0-4732-8634-72e29997cf55,foot,Open Play,Off T,Normal,,,,,,,91.5,26.7,120.0,38.0,6.6,1,28.5,13.3,31.45059617876901,25.016893478100023
shot,bb88cd6e-6068-45a8-8af7-0cdb479c8161,3306,2,00:30:08.718,75,8,160,Barcelona,From Corner,,Barcelona,Gerard Piqué Bernabéu,Center Back,1.171786,True,0.09033738,e8e78e18-c408-40b1-bf2b-6b38c393860f,head,Open Play,Saved,Normal,,,,,,,111.5,41.9,118.1,37.7,1.0,1,8.5,1.8999999999999986,8.70976463516667,12.600159826080663
shot,38213a30-664d-4777-978e-3dfe41005aff,3439,2,00:35:43.132,80,43,170,Real Valladolid,Regular Play,,Real Valladolid,Enrique Pérez Muñoz,Left Midfield,0.12113,,0.020601155,,foot,Open Play,Blocked,Half Volley,,,,,,,98.2,26.6,101.2,28.3,,0,21.799999999999997,13.399999999999999,25.589060162499127,31.5781649321138
shot,6a6f08cd-5caf-41df-894c-661b8c01cdc2,3682,2,00:41:23.603,86,23,182,Real Valladolid,Regular Play,,Real Valladolid,Sandro Ramírez Castillo,Right Center Forward,1.585608,,0.03424143,b14132f3-ce52-4dba-9308-3357c1201ad8,foot,Open Play,Off T,Normal,,,,,,,103.0,25.6,120.0,53.7,5.4,1,17.0,14.399999999999999,22.27913822390803,40.26656166942451
shot,3a3fabad-7776-4a60-abcb-61b8b6874824,3921,2,00:46:07.736,91,7,189,Real Valladolid,Regular Play,,Real Valladolid,Sandro Ramírez Castillo,Right Center Forward,0.371898,,0.19169869,,foot,Open Play,Saved,Normal,True,,,,,,115.1,28.9,119.2,35.8,0.5,0,4.900000000000006,11.100000000000001,12.133424908079338,66.18134950026621
shot,7cf4ece2-6b8d-42a9-bb8c-014aa5b6bcb3,556,1,00:10:53.861,10,53,22,Leganés,Regular Play,,Leganés,Miguel Ángel Guerrero Martín,Left Center Forward,0.386225,,0.4188058,4fd04d55-a0cd-4ee3-bb7d-5f360734fb42,foot,Open Play,Blocked,Half Volley,True,,,,,,111.9,45.6,118.2,40.3,,1,8.099999999999994,5.600000000000001,9.847334664770967,34.65835470552112
shot,c383ca9d-db47-4a0e-b8ba-676011f67844,635,1,00:12:57.265,12,57,27,Leganés,From Free Kick,,Leganés,Miguel Ángel Guerrero Martín,Left Center Forward,0.983769,,0.13214031,d780d7b4-0511-4945-9fca-de9e81800fed,foot,Open Play,Wayward,Half Volley,True,,,,,,116.0,50.2,117.4,0.1,,1,4.0,10.200000000000003,10.956276739841874,68.58703052512826
shot,4a1cd66f-ca60-41ec-89e4-481a38880c14,1461,1,00:29:11.987,29,11,57,Barcelona,Regular Play,,Barcelona,Antoine Griezmann,Center Forward,1.060428,,0.11379292,d1bb6dab-e913-478e-a09f-89efefa226de,head,Open Play,Off T,Normal,,,,True,,,109.1,39.0,120.0,45.6,3.1,1,10.900000000000006,1.0,10.945775440780801,5.241819946979554
shot,170a76d3-68ad-4d9b-b15c-5ed4dc43cc0b,1789,1,00:39:18.487,39,18,74,Barcelona,From Corner,,Barcelona,Clément Lenglet,Left Center Back,3.349752,True,0.036814958,a05f9983-8602-4009-ac9d-59723ec53c70,head,Open Play,Off T,Normal,,,,,,,110.7,37.2,120.0,73.6,0.2,1,9.299999999999997,2.799999999999997,9.71236325515062,16.755748929198973
shot,6c4e31fd-e8df-4711-997b-cb89b1e6a022,1901,1,00:41:25.838,41,25,76,Barcelona,From Throw In,,Barcelona,Anssumane Fati,Left Wing,1.237695,True,0.049529098,f07f2c9e-57f5-408a-b4f4-d76625fa7f97,foot,Open Play,Goal,Half Volley,,,,,,,103.0,33.2,120.0,42.4,0.1,1,17.0,6.799999999999997,18.309560344257314,21.801409486351805
shot,2fde3691-becc-4214-85dd-660323929c35,2000,1,00:43:52.265,43,52,80,Barcelona,From Throw In,,Barcelona,Lionel Andrés Messi Cuccittini,Right Wing,1.001937,True,0.051811866,1c00ac3b-9366-4f75-b748-009d73e5845d,head,Open Play,Off T,Normal,,,,,,,109.7,38.7,120.0,34.0,1.0,1,10.299999999999997,1.2999999999999972,10.381714694596454,7.193470055295524
shot,00837bb7-a25b-4219-bdac-7961b652f17e,2481,2,00:05:19.679,50,19,88,Barcelona,From Free Kick,,Barcelona,Lionel Andrés Messi Cuccittini,Right Wing,1.162544,,0.016528906,,foot,Free Kick,Saved,Normal,,,,,,,89.8,52.9,118.8,43.1,1.0,0,30.200000000000003,12.899999999999999,32.83976248391575,23.12986310217303
shot,0c7fa405-09c8-4869-8aa8-db5114710d45,2633,2,00:08:44.787,53,44,94,Leganés,From Throw In,,Leganés,Roger Claver Assalé Djapone,Left Center Forward,0.96383,,0.030341934,4f427910-8917-4681-b705-24eeeb556e12,foot,Open Play,Saved,Normal,,,,,,,95.0,31.9,117.7,40.4,0.2,1,25.0,8.100000000000001,26.279459659589655,17.95232430936029
shot,c6880455-a2ac-4864-a24d-7878f1966f17,3120,2,00:23:58.658,68,58,126,Barcelona,Other,,Barcelona,Lionel Andrés Messi Cuccittini,Right Wing,0.673883,,0.76,,foot,Penalty,Goal,Normal,,,,,,,108.1,40.2,120.0,43.6,0.8,0,11.900000000000006,0.20000000000000284,11.901680553602509,0.9628636256362262
shot,d9eb8956-61a9-4a48-972e-7665f2624b79,3167,2,00:26:39.321,71,39,129,Leganés,From Throw In,,Leganés,José Luis García del Pozo,Left Center Midfield,0.080074,,0.05304115,,foot,Open Play,Blocked,Volley,True,,,,,,102.3,37.3,103.8,37.8,,0,17.700000000000003,2.700000000000003,17.90474797365213,8.673174047879774
shot,69f2798a-18bd-488c-ad71-78a07d380409,3206,2,00:28:08.303,73,8,132,Leganés,Regular Play,,Leganés,José Luis García del Pozo,Left Center Midfield,0.126414,True,0.060921587,62e09112-3ce8-4390-8dfb-77eca8423f90,foot,Open Play,Blocked,Normal,,,,,,,107.7,50.1,108.4,49.6,,1,12.299999999999997,10.100000000000001,15.91540134586621,39.39072555355421
shot,09f5b56c-73b3-4996-9a92-f3dc1fc4254b,3470,2,00:33:30.473,78,30,139,Barcelona,From Throw In,,Barcelona,Antoine Griezmann,Center Forward,1.506998,,0.01799567,f4fc02ff-ab93-457b-8b69-feedb781a51d,head,Open Play,Off T,Normal,,,,,,,104.7,41.0,120.0,29.2,1.1,1,15.299999999999997,1.0,15.332644912082191,3.7395033629310728
shot,7222916c-5b23-438b-a308-d90924cca60b,3531,2,00:35:27.618,80,27,142,Barcelona,From Free Kick,,Barcelona,Ivan Rakitić,Right Center Midfield,1.525108,,0.04903073,,foot,Free Kick,Off T,Normal,,,,,,,109.4,15.2,120.0,44.8,3.6,0,10.599999999999994,24.8,26.970354094820483,66.85719893270578
shot,8be6c1dd-9252-4b03-a282-c41d189c01ca,3564,2,00:36:08.888,81,8,143,Leganés,From Goal Kick,,Leganés,Guido Marcelo Carrillo,Right Center Forward,0.671911,,0.14215773,0317320a-d16a-4ad4-9ec2-cadfafa19a93,foot,Open Play,Off T,Normal,,,,,,,102.0,35.1,120.0,35.2,0.2,1,18.0,4.899999999999999,18.655026132385878,15.228181338087587
shot,5e6dd659-835d-4513-a12e-5bef1a65e790,3843,2,00:42:16.753,87,16,154,Barcelona,Regular Play,,Barcelona,Ricard Puig Martí,Left Center Midfield,0.246103,True,0.32102373,05595140-532a-4a1b-b0ac-cb13dad93fb1,foot,Open Play,Saved,Normal,True,,,,,,107.0,35.4,110.3,37.6,0.2,1,13.0,4.600000000000001,13.78985134075056,19.486129572465764
shot,198ff4be-4b28-40b8-bbb2-f1eeb6b40ee5,3853,2,00:42:40.695,87,40,155,Barcelona,From Corner,,Barcelona,Ricard Puig Martí,Left Center Midfield,0.667684,,0.037114717,,foot,Open Play,Saved,Normal,True,,,,,,100.5,26.2,116.8,35.7,1.0,0,19.5,13.8,23.889118861942148,35.28674897505972
shot,5c08768f-657b-4a95-aade-107ff422144c,262,1,00:03:53.049,3,53,6,Barcelona,Regular Play,,Barcelona,Lionel Andrés Messi Cuccittini,Right Center Forward,0.0919,,0.027962435,9f6d590e-74d1-4ec3-a54e-2ba1a54c9c54,foot,Open Play,Blocked,Normal,,,,,,,100.3,28.6,101.8,29.2,,1,19.700000000000003,11.399999999999999,22.760711763914593,30.057116786491576
shot,e6fea991-d781-4197-9064-8a2e08d0a41f,595,1,00:11:37.616,11,37,11,Valencia,Other,,Valencia,Maximiliano Gómez González,Left Center Forward,0.352173,,0.76,,foot,Penalty,Saved,Normal,,,,True,,,108.0,40.0,118.9,42.8,1.3,0,12.0,0.0,12.0,0.0
shot,c963496c-9428-4af6-8aa1-1fa3ef31000b,1370,1,00:27:26.265,27,26,35,Barcelona,From Free Kick,,Barcelona,Lionel Andrés Messi Cuccittini,Right Center Forward,1.490537,,0.030064609,,foot,Free Kick,Off T,Normal,,,,,,,91.6,49.6,120.0,35.1,5.3,0,28.400000000000006,9.600000000000001,29.978659076082778,18.676701732190114
shot,32621dab-001c-4aa0-88c6-52f67a7c81b2,1395,1,00:28:17.745,28,17,36,Valencia,From Goal Kick,,Valencia,Maximiliano Gómez González,Left Center Forward,0.60957,,0.015811132,aac2155d-e061-4228-92c1-1e74291b0c86,foot,Open Play,Saved,Normal,,,,,,,104.5,19.8,118.7,36.4,2.0,1,15.5,20.2,25.461539623518448,52.500009206965046
